"time","management","biomass","harvest","profit","manag"
1,"BAU",76845346.7120028,3182637.5284373,1491337274.48195,"BAU"
1,"econOpt",76845346.7120028,3182637.5284373,1491337274.48195,"Econ. opt."
1,"FMSY",76845346.7120028,3182637.5284373,1491337274.48195,"FMSY"
2,"BAU",77544063.7911424,3166536.50107404,1419671147.60186,"BAU"
2,"econOpt",77544063.7911424,2130267.47462183,5265793676.4606,"Econ. opt."
2,"FMSY",77544063.7911424,2895088.96935064,3189327428.57819,"FMSY"
3,"BAU",78286927.9473844,3154060.40790399,1358286288.56964,"BAU"
3,"econOpt",79323196.9738366,1641353.59644852,3474394133.52041,"Econ. opt."
3,"FMSY",78558375.4791078,2926155.61612744,3222974315.29661,"FMSY"
4,"BAU",79069507.3747347,3144841.12306043,1306083224.06288,"BAU"
4,"econOpt",81715575.1039718,1576176.41976504,3330440047.9206,"Econ. opt."
4,"FMSY",79596357.5052435,2958460.49560774,3262395835.72037,"FMSY"
5,"BAU",79887784.9596169,3138553.76285182,1262099610.50713,"BAU"
5,"econOpt",84267380.1418924,1554575.33219209,3255733599.6111,"Econ. opt."
5,"FMSY",80654242.6455003,2991796.51205517,3306587957.12747,"FMSY"
6,"BAU",80738100.1240894,3134910.29226545,1225489259.03982,"BAU"
6,"econOpt",86929214.9742115,1557304.69848154,3230247089.46792,"Econ. opt."
6,"FMSY",81728784.2543976,3025990.99462713,3354740511.07525,"FMSY"
7,"BAU",81617100.8763639,3133654.23708645,1195504900.63031,"BAU"
7,"econOpt",89671976.8758258,1576312.07689893,3241615190.52784,"Econ. opt."
7,"FMSY",82817142.2540511,3060897.66734987,3406190077.34004,"FMSY"
8,"BAU",82521704.0955485,3134556.28737592,1171483942.74693,"BAU"
8,"econOpt",92474880.2003373,1607922.22289419,3277409440.25838,"Econ. opt."
8,"FMSY",83916800.4866076,3096390.85962395,3460386127.18388,"FMSY"
9,"BAU",83449062.4961056,3137410.62393417,1152836634.16138,"BAU"
9,"econOpt",95320984.3590504,1651177.10695365,3334865884.82343,"Econ. opt."
9,"FMSY",85025505.7825776,3132361.26298119,3516866298.09985,"FMSY"
10,"BAU",84396537.0384914,3142031.83451747,1139036179.97171,"BAU"
10,"econOpt",98194385.1480943,1705600.30680894,3413646527.68265,"Econ. opt."
10,"FMSY",86141222.3315032,3168712.77352883,3575238065.70324,"FMSY"
11,"BAU",85361673.8005352,3148252.31369606,1129610444.99456,"BAU"
11,"econOpt",101079683.086407,1768607.87758434,3507124742.85046,"Econ. opt."
11,"FMSY",87262097.0101178,3205360.10884396,3635164968.04303,"FMSY"
12,"BAU",86342184.5173266,3155920.06131875,1124134957.76545,"BAU"
12,"econOpt",103964105.013177,1839515.00229164,3613323173.21067,"Econ. opt."
12,"FMSY",88386432.6730529,3242226.98538447,3696356116.70562,"FMSY"
13,"BAU",87335930.1489311,3164896.81104315,1122226984.92069,"BAU"
13,"econOpt",106835628.564113,1917090.02991297,3731059801.99002,"Econ. opt."
13,"FMSY",89512667.3082877,3279244.70704212,3758558112.85469,"FMSY"
14,"BAU",88340906.9549505,3175056.43337987,1123540490.71229,"BAU"
14,"econOpt",109683541.45352,2002288.95754876,3860747875.3944,"Econ. opt."
14,"FMSY",90639357.5659575,3316351.05901709,3821548744.90748,"FMSY"
15,"BAU",89355234.6501062,3186283.56799082,1127761831.78929,"BAU"
15,"econOpt",112496295.900834,2093026.14238641,3998051284.11227,"Econ. opt."
15,"FMSY",91765165.5855503,3353489.43103421,3885132021.41951,"FMSY"
16,"BAU",90377146.2911585,3198472.44818528,1134606065.38016,"BAU"
16,"econOpt",115264552.063399,2187367.45630648,4139890936.33329,"Econ. opt."
16,"FMSY",92888848.3366919,3390608.11466119,3949134215.46632,"FMSY"
17,"BAU",91404979.6067572,3211525.88713058,1143813771.29754,"BAU"
17,"econOpt",117981048.688592,2284066.16935942,4285562678.55982,"Econ. opt."
17,"FMSY",94009248.8937024,3427659.73409893,4013400683.08335,"FMSY"
18,"BAU",92437169.531438,3225354.40059159,1155148306.02134,"BAU"
18,"econOpt",120639918.549115,2388348.95841594,4441385585.49128,"Econ. opt."
18,"FMSY",95125289.2107983,3464600.78023447,4077793279.72542,"FMSY"
19,"BAU",93472241.7453735,3239875.44530171,1168393421.46309,"BAU"
19,"econOpt",123230244.934603,2493978.35643848,4599116927.70948,"Econ. opt."
19,"FMSY",96235964.0710578,3501391.22526747,4142188242.91205,"FMSY"
20,"BAU",94508807.0545548,3255012.75555883,1183351192.61189,"BAU"
20,"econOpt",125747522.179771,2600159.45477669,4756178439.04217,"Econ. opt."
20,"FMSY",97340335.9600976,3537994.20070855,4206474441.39464,"FMSY"
21,"BAU",95545556.4732867,3270695.76349287,1199840207.68296,"BAU"
21,"econOpt",128188233.676959,2706396.45243129,4911785480.28717,"Econ. opt."
21,"FMSY",98437530.6730489,3574375.72559324,4270551914.83065,"FMSY"
22,"BAU",96581256.8933672,3286859.09079473,1217693982.07509,"BAU"
22,"econOpt",130549522.652961,2811638.75893163,5064912165.37275,"Econ. opt."
22,"FMSY",99526733.5065273,3610504.47476703,4334330645.50266,"FMSY"
23,"BAU",97614747.2430033,3303442.10162905,1236759563.74176,"BAU"
23,"econOpt",132829739.291546,2917384.78591016,5217368211.2642,"Econ. opt."
23,"FMSY",100607185.919859,3646351.5793602,4397729516.76443,"FMSY"
24,"BAU",98644935.0540968,3320388.50805357,1256896302.76254,"BAU"
24,"econOpt",135025919.885451,3024592.54010728,5368245945.5137,"Econ. opt."
24,"FMSY",101678182.574636,3681890.45328577,4460675422.824,"FMSY"
25,"BAU",99670793.3695761,3337646.0205979,1277974762.18154,"BAU"
25,"econOpt",137134315.656033,3132010.66610859,5517441475.55113,"Econ. opt."
25,"FMSY",102739068.68075,3717096.64090479,4523102502.03189,"FMSY"
26,"BAU",100691357.93342,3355166.03776534,1299875750.72927,"BAU"
26,"econOpt",139152560.460269,3235916.16182668,5661293713.98074,"Econ. opt."
26,"FMSY",103789237.591843,3751947.68201205,4584951471.64052,"FMSY"
27,"BAU",101705724.615259,3372903.36915045,1322489460.99666,"BAU"
27,"econOpt",141082137.814836,3336169.03032857,5799284969.43398,"Econ. opt."
27,"FMSY",104828128.604645,3786422.99107832,4646169046.48085,"FMSY"
28,"BAU",102713047.02926,3390815.98764686,1345714699.09605,"BAU"
28,"econOpt",142924833.308006,3435458.62424113,5932256370.25457,"Econ. opt."
28,"FMSY",105855224.925762,3820503.74829648,4706707427.487,"FMSY"
29,"BAU",103712534.313623,3408864.80687811,1369458193.90874,"BAU"
29,"econOpt",144679893.756884,3535238.43566997,6061654869.50824,"Econ. opt."
29,"FMSY",106870051.776652,3854172.8004596,4766523848.72801,"FMSY"
30,"BAU",104703449.042633,3427013.48054122,1393633975.75359,"BAU"
30,"econOpt",146345219.237944,3631479.94675529,6184707883.12231,"Econ. opt."
30,"FMSY",107872174.613267,3887414.57007911,4825580173.75531,"FMSY"
31,"BAU",105685105.248023,3445228.22082506,1418162815.77323,"BAU"
31,"econOpt",147922861.037776,3723168.99489267,6300858339.35626,"Econ. opt."
31,"FMSY",108861197.441415,3920214.97145365,4883842533.77698,"FMSY"
32,"BAU",106656866.530416,3463477.63346669,1442971718.56942,"BAU"
32,"econOpt",149416029.069189,3812478.45125835,6411644608.45715,"Econ. opt."
32,"FMSY",109836761.21261,3952561.33264073,4941281001.52693,"FMSY"
33,"BAU",107618144.245153,3481732.56735121,1467993461.66514,"BAU"
33,"econOpt",150825889.616666,3901766.75543825,6518731390.63491,"Econ. opt."
33,"FMSY",110798542.28814,3984442.32247793,4997869295.78314,"FMSY"
34,"BAU",108568395.749683,3499965.97685289,1493166176.25939,"BAU"
34,"econOpt",152151359.692446,3988985.96379911,6621729433.47561,"Econ. opt."
34,"FMSY",111746250.961551,4015847.88195674,5053584512.36382,"FMSY"
35,"BAU",109507122.702253,3518152.79536502,1518432964.49693,"BAU"
35,"econOpt",153393504.480446,4073476.24988904,6719955217.1323,"Econ. opt."
35,"FMSY",112679630.031686,4046769.15937941,5108406878.13705,"FMSY"
36,"BAU",110433869.403718,3536269.81868082,1543741549.11929,"BAU"
36,"econOpt",154554179.945395,4153383.52421775,6811814922.49723,"Econ. opt."
36,"FMSY",113598453.420047,4077198.44883245,5162319525.15403,"FMSY"
37,"BAU",111348221.176122,3554295.59707144,1569043951.9151,"BAU"
37,"econOpt",155637215.220798,4231311.77061207,6899181661.02265,"Econ. opt."
37,"FMSY",114502524.827599,4107129.13159441,5215308282.48433,"FMSY"
38,"BAU",112249802.773174,3572210.3350654,1594296197.85893,"BAU"
38,"econOpt",156643937.870485,4308004.4227022,6982912821.71915,"Econ. opt."
38,"FMSY",115391676.427159,4136555.62016483,5267361483.71505,"FMSY"
39,"BAU",113138276.819052,3589995.79807014,1619458042.23247,"BAU"
39,"econOpt",157575021.467003,4379942.34226672,7060778333.44216,"Econ. opt."
39,"FMSY",116265767.588457,4165473.30465722,5318469788.39127,"FMSY"
40,"BAU",114013342.272988,3607635.22509354,1644492718.36967,"BAU"
40,"econOpt",158434747.811159,4447067.82946565,7132944704.72213,"Econ. opt."
40,"FMSY",117124683.633644,4193878.5013455,5368626015.9354,"FMSY"
41,"BAU",114874732.917988,3625113.24692435,1669366703.96583,"BAU"
41,"econOpt",159227540.957229,4509501.41115892,7199625522.53583,"Econ. opt."
41,"FMSY",117968334.62161,4221768.40319107,5417824990.79812,"FMSY"
42,"BAU",115722215.872735,3642415.80921774,1694049504.14869,"BAU"
42,"econOpt",159957776.819369,4567743.07230523,7262194399.90956,"Econ. opt."
42,"FMSY",118796654.159982,4249141.03220903,5466063397.77294,"FMSY"
43,"BAU",116555590.126326,3659530.1000072,1718513449.73129,"BAU"
43,"econOpt",160629394.781522,4621865.57421482,7320246500.32954,"Econ. opt."
43,"FMSY",119609598.244008,4275995.19355726,5513339646.55493,"FMSY"
44,"BAU",117374685.095916,3676444.48122897,1742733509.25832,"BAU"
44,"econOpt",161246317.471527,4672425.59252849,7373673041.75152,"Econ. opt."
44,"FMSY",120407144.121878,4302330.4312534,5559653744.74923,"FMSY"
45,"BAU",118179359.207743,3693148.42390068,1766687113.62355,"BAU"
45,"econOpt",161811958.44908,4719493.40035397,7423454463.41233,"Econ. opt."
45,"FMSY",121189289.186245,4328146.9854412,5605007178.63876,"FMSY"
46,"BAU",118969498.502236,3709632.44664439,1790353992.17945,"BAU"
46,"econOpt",162329700.805206,4762955.40021598,7469152076.62654,"Econ. opt."
46,"FMSY",121956049.891908,4353445.7511421,5649402801.1087,"FMSY"
47,"BAU",119745015.264146,3725888.0572852,1813716019.3843,"BAU"
47,"econOpt",162803076.506233,4802860.27303552,7510707976.21555,"Econ. opt."
47,"FMSY",122707460.699733,4378228.2384386,5692844726.19879,"FMSY"
48,"BAU",120505846.67872,3741907.6972922,1836757071.14027,"BAU"
48,"econOpt",163235597.073575,4839459.87037856,7548479808.98823,"Econ. opt."
48,"FMSY",123443573.047021,4402496.53404511,5735338229.81702,"FMSY"
49,"BAU",121251953.515063,3757684.68885926,1859462890.06913,"BAU"
49,"econOpt",163630544.729407,4872995.39051576,7582779322.82984,"Econ. opt."
49,"FMSY",124164454.344547,4426253.26422905,5776889656.2011,"FMSY"
50,"BAU",121983318.837841,3773213.18444898,1881820959.05402,"BAU"
50,"econOpt",163990978.671572,4903695.92319751,7613902002.30386,"Econ. opt."
50,"FMSY",124870187.000587,4449501.5590503,5817506329.75878,"FMSY"
