部門名,耕種農業,畜産,農業サービス,林業,水産業,金属鉱物,石炭・石油・ガス,非金属鉱物,食肉・畜産食料品,水産食料品,精穀・製粉,めん・パン・菓子類,その他の食料品,飲料・たばこ,飼料・有機質肥料（別掲を除く。）,繊維工業製品,衣服・その他の繊維製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学肥料,無機化学工業製品,有機化学工業製品,合成樹脂・化学繊維,医薬品,化学最終製品（医薬品を除く。）,石油・石炭製品,プラスチック製品,ゴム製品,なめし革・毛皮・同製品,ガラス・ガラス製品,セメント・セメント製品,陶磁器・その他の窯業・土石製品,銑鉄・粗鋼,鉄屑,鋼材,鋳鍛造品・その他の鉄鋼製品,非鉄金属精錬・精製,非鉄金属屑,非鉄金属加工製品,建設・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機械,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信機械・同関連機器,電子計算機・同附属装置,自動車,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,土木,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃借,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,公務,教育,研究,医療・保健衛生,社会保険・社会福祉,介護,その他の非営利団体サービス,物品賃借サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明, 行和, 感応度係数
合成樹脂・化学繊維,0.000009,0.000004,0.00001,0.00002,0.000015,0,0,0.000003,0.000005,0.000011,0.000005,0.000015,0.000012,0.000015,0.000003,0.002393,0.000357,0.000021,0.000109,0.000454,0.000382,0.000061,0.000008,0.000004,0.000003,1.000188,0.000025,0.000904,0.000033,0.005334,0.000072,0.000308,0.000037,0.000004,0.000063,0,0,0.000001,0.000002,0.000002,0,0.000029,0.000003,0.000011,0.000006,0.000018,0.000129,0.000118,0.0001,0.00026,0.000314,0.00001,0.000198,0.00011,0.000071,0.00005,0.000214,0.000011,0.00015,0.000003,0.000009,0.000013,0.000008,0.000001,0.000002,0.000016,0.000005,0.000004,0.000008,0.000004,0.000003,0.000005,0.000001,0.000004,0.000003,0.000004,0.000005,0.000005,0.000005,0.000008,0.000008,0.000001,0.000003,0.000003,0.000011,0.000003,0.000003,0.000009,0.000006,0.000004,0.000003,0.000006,0.000003,0.000003,0.000007,0.000004,0.000004,0.000003,0.000004,0.000005,0.000003,0.000063,0.000131,1.0131,0.779773
医薬品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.76969
化学最終製品（医薬品を除く。）,0.000658,0.000086,0.000148,0.000125,0.000053,0,0,0.000245,0.000049,0.00002,0.000281,0.000107,0.000066,0.000043,0.000107,0.000178,0.000035,0.000591,0.000436,0.000521,0.000319,0.000607,0.000103,0.000114,0.000402,0.000309,0.00029,1.00311,0.000658,0.000123,0.000282,0.000167,0.000053,0.000121,0.000518,0,0,0.000015,0.00008,0.000009,0,0.00007,0.000191,0.000113,0.000071,0.000099,0.000267,0.000058,0.000099,0.000096,0.000099,0.000088,0.000131,0.00016,0.000087,0.000146,0.000307,0.000093,0.000225,0.000016,0.00011,0.000142,0.000052,0.000014,0.00005,0.000029,0.000113,0.000013,0.000014,0.000017,0.000014,0.000013,0.000009,0.000016,0.000023,0.000054,0.000021,0.000031,0.000021,0.000026,0.00004,0.000009,0.000021,0.000041,0.000106,0.000038,0.000013,0.000144,0.000047,0.000077,0.000069,0.000068,0.000071,0.000049,0.000128,0.00007,0.000086,0.000063,0.000384,0.00005,0.000157,0.00025,0.000082,1.016285,0.782224
石油・石炭製品,0.001647,0.0008,0.000767,0.004786,0.003633,0,0,0.008149,0.000476,0.001178,0.000946,0.000452,0.000764,0.000487,0.001189,0.000519,0.00011,0.001808,0.000457,0.001094,0.000709,0.000517,0.004284,0.001282,0.000861,0.000284,0.000417,0.000781,1.012596,0.000218,0.000434,0.000693,0.002068,0.002416,0.002643,0,0,0.000848,0.000982,0.000933,0,0.00038,0.000611,0.000607,0.000397,0.000357,0.000431,0.000501,0.000273,0.000348,0.000297,0.000238,0.000528,0.00021,0.000262,0.000234,0.000298,0.000346,0.000552,0.001994,0.0007,0.000836,0.001985,0.001608,0.004126,0.000876,0.002129,0.000975,0.000838,0.00031,0.000385,0.000261,0.000069,0.000495,0.004379,0.013031,0.005404,0.0062,0.001945,0.000396,0.000464,0.000775,0.000309,0.000403,0.000506,0.000962,0.000467,0.000549,0.000371,0.000484,0.000606,0.000567,0.00041,0.000308,0.00039,0.000359,0.000929,0.000828,0.001065,0.001137,0.000863,0.00029,0.002469,1.13355,0.872482
プラスチック製品,0.000853,0.00033,0.000792,0.00207,0.001738,0,0,0.000223,0.000472,0.001753,0.000545,0.0016,0.002022,0.002335,0.000325,0.000311,0.000349,0.001332,0.00339,0.001703,0.009216,0.005742,0.001226,0.000435,0.000213,0.000865,0.004267,0.001708,0.000084,1.02043,0.006846,0.002639,0.004755,0.000216,0.000556,0,0,0.000048,0.000124,0.000177,0,0.000265,0.000258,0.000444,0.000577,0.001683,0.004423,0.003013,0.001533,0.003134,0.005061,0.000808,0.004374,0.004921,0.004459,0.003653,0.000896,0.000773,0.004462,0.000373,0.001093,0.001683,0.00118,0.000098,0.00015,0.002697,0.000614,0.000286,0.00111,0.000537,0.00023,0.000288,0.000162,0.000163,0.000165,0.000408,0.000207,0.000268,0.000452,0.000727,0.000658,0.000094,0.000193,0.000381,0.00107,0.000391,0.000158,0.001342,0.000221,0.000193,0.000165,0.000539,0.000206,0.00037,0.000878,0.000247,0.000436,0.000305,0.000508,0.000716,0.000237,0.005135,0.001047,1.154808,0.888844
ゴム製品,0.00001,0.000006,0.000016,0.000026,0.000006,0,0,0.000028,0.000004,0.000004,0.000005,0.000003,0.000004,0.000003,0.000003,0.000002,0.000004,0.000011,0.000007,0.000006,0.000005,0.000004,0.000008,0.000008,0.000011,0.000005,0.000007,0.000002,0.000007,0.000004,1.00023,0.000362,0.000005,0.000022,0.000014,0,0,0.000003,0.000004,0.000004,0,0.000002,0.000012,0.000005,0.000041,0.000035,0.000034,0.000026,0.000006,0.000039,0.000036,0.000006,0.000022,0.000064,0.000011,0.000061,0.000028,0.000066,0.000015,0.000022,0.000004,0.000005,0.000016,0.000006,0.000003,0.000007,0.000081,0.000004,0.000003,0.000002,0.000002,0.000001,0,0.000003,0.000015,0.000062,0.000016,0.000006,0.000009,0.000006,0.000004,0.000003,0.000004,0.000005,0.000005,0.00001,0.000002,0.000004,0.000005,0.000007,0.000007,0.00002,0.000016,0.000003,0.000148,0.000002,0.000011,0.000003,0.000005,0.000007,0.000007,0.000037,0.00001,1.001959,0.771198
なめし革・毛皮・同製品,0.000008,0.000005,0.000005,0.000027,0.000028,0,0,0.000171,0.000004,0.000008,0.000004,0.000005,0.000006,0.000004,0.000003,0.000007,0.00008,0.000037,0.000063,0.000011,0.000009,0.000009,0.000013,0.00001,0.000006,0.000004,0.000013,0.000043,0.000063,0.000006,0.000045,1.021259,0.00001,0.000024,0.00003,0,0,0.000001,0.000015,0.000003,0,0.000006,0.000035,0.000006,0.000007,0.000043,0.000114,0.000028,0.000018,0.000013,0.000007,0.000024,0.000005,0.00007,0.000007,0.000012,0.000012,0.000015,0.00017,0.000009,0.000005,0.000009,0.000009,0.000005,0.000156,0.000009,0.000022,0.000012,0.000014,0.000017,0.000006,0.000006,0.000001,0.000013,0.000007,0.000009,0.000015,0.000013,0.000006,0.000008,0.000009,0.000056,0.000238,0.00004,0.000027,0.000036,0.000008,0.000032,0.000006,0.000012,0.000007,0.000109,0.000047,0.00002,0.000005,0.00001,0.000046,0.000007,0.000033,0.000019,0.000101,0.000004,0.000128,1.023983,0.788149
ガラス・ガラス製品,0.000009,0.000006,0.000008,0.000047,0.000004,0,0,0.000016,0.000014,0.000055,0.000005,0.000006,0.000063,0.000474,0.000007,0.000013,0.000009,0.000018,0.000774,0.00002,0.000008,0.000005,0.000006,0.000034,0.000011,0.000008,0.00034,0.000059,0.000007,0.000187,0.000055,0.000007,1.001822,0.000012,0.000052,0,0,0.000003,0.000005,0.000005,0,0.000004,0.000017,0.000044,0.000011,0.000019,0.000511,0.000078,0.000359,0.000023,0.000119,0.000063,0.000387,0.000036,0.000018,0.000513,0.000052,0.000426,0.000264,0.000006,0.00015,0.000086,0.000009,0.00001,0.000007,0.000012,0.000017,0.000006,0.00001,0.000004,0.000005,0.000007,0.000005,0.000009,0.000011,0.000049,0.000011,0.000015,0.000009,0.00001,0.000012,0.000002,0.000007,0.000009,0.00001,0.000017,0.000022,0.000077,0.000021,0.000015,0.000014,0.000018,0.000021,0.000005,0.000196,0.000005,0.000041,0.000022,0.000009,0.00003,0.000009,0.000006,0.000086,1.008218,0.776015
セメント・セメント製品,0.000226,0.000169,0.000195,0.000805,0.000083,0,0,0.000521,0.000115,0.000064,0.000126,0.000062,0.000077,0.000096,0.000069,0.000111,0.000043,0.000278,0.00014,0.000511,0.000313,0.000131,0.000214,0.00037,0.000409,0.000282,0.000171,0.000236,0.000474,0.00018,0.000182,0.000127,0.000295,1.070313,0.001763,0,0,0.000173,0.000306,0.000288,0,0.000155,0.000268,0.0003,0.000168,0.000175,0.000136,0.000139,0.000316,0.00021,0.00013,0.000159,0.000263,0.000153,0.000118,0.000058,0.000131,0.000143,0.000308,0.000099,0.015442,0.022519,0.038937,0.000431,0.000956,0.001199,0.000475,0.000253,0.000273,0.000224,0.000643,0.000923,0.001194,0.000832,0.000144,0.000635,0.00036,0.00031,0.000432,0.000952,0.001382,0.000123,0.000376,0.000326,0.000202,0.000949,0.000413,0.000301,0.000153,0.000251,0.000176,0.000164,0.000143,0.000167,0.000077,0.000147,0.000236,0.000143,0.000205,0.000265,0.000243,0.000072,0.001421,1.178416,0.907015
陶磁器・その他の窯業・土石製品,0.000441,0.000238,0.000439,0.000096,0.000027,0,0,0.00006,0.000103,0.000015,0.00019,0.000039,0.000055,0.000091,0.000277,0.000014,0.000005,0.000056,0.000283,0.000429,0.000065,0.000024,0.000521,0.000585,0.000273,0.000051,0.000147,0.000102,0.001293,0.000035,0.000066,0.000026,0.000708,0.001771,1.002935,0,0,0.000046,0.001205,0.000158,0,0.000267,0.000439,0.000338,0.000914,0.000515,0.000355,0.002241,0.00754,0.000761,0.000275,0.000271,0.00098,0.000586,0.000246,0.000244,0.000208,0.000207,0.000149,0.000025,0.00134,0.001732,0.000943,0.000045,0.000089,0.000458,0.000119,0.000041,0.000046,0.000025,0.000058,0.000079,0.000086,0.000078,0.000027,0.000084,0.000062,0.000044,0.00005,0.000087,0.000123,0.000015,0.000042,0.000039,0.00003,0.000106,0.00017,0.000034,0.000042,0.000143,0.000103,0.000042,0.00002,0.000021,0.000054,0.000022,0.000178,0.000176,0.000035,0.00011,0.000115,0.000639,0.000488,1.037668,0.798683
銑鉄・粗鋼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.76969
鉄屑,-0.00001,-0.000007,-0.000008,-0.000016,-0.000038,0,0,-0.000037,-0.000006,-0.000025,-0.000005,-0.000004,-0.000007,-0.000022,-0.000004,-0.000004,-0.000002,-0.000016,-0.000057,-0.00002,-0.000015,-0.000005,-0.000013,-0.000015,-0.000019,-0.000012,-0.000015,-0.000016,-0.000011,-0.00001,-0.000034,-0.000007,-0.000022,-0.000036,-0.000034,0,1,-0.007038,0.002069,-0.000011,0,-0.000007,-0.001127,-0.003471,-0.00112,-0.001323,-0.000713,-0.000015,-0.000041,-0.00137,-0.001029,-0.000027,-0.00024,-0.000201,-0.000038,-0.00037,-0.004645,-0.000923,-0.00035,-0.000005,-0.000037,-0.0008,-0.000184,-0.000017,-0.000035,-0.000044,-0.000014,-0.000012,-0.000011,-0.000008,-0.000023,-0.000031,-0.00004,-0.000036,-0.000007,-0.00003,-0.000039,-0.000023,-0.000017,-0.000036,-0.000053,-0.000005,-0.000014,-0.000012,-0.000008,-0.000037,-0.000015,-0.00001,-0.000006,-0.00001,-0.000007,-0.000008,-0.000009,-0.000006,-0.000034,-0.000006,-0.00001,-0.000008,-0.00001,-0.00001,-0.000013,-0.000007,-0.000018,0.97569,0.750979
鋼材,0.000045,0.000034,0.000037,0.000101,0.000163,0,0,0.000171,0.000025,0.000097,0.000025,0.000017,0.000028,0.000082,0.000018,0.000021,0.000015,0.00014,0.002933,0.000063,0.000048,0.000019,0.000027,0.000089,0.000062,0.000036,0.000055,0.000054,0.000046,0.000167,0.000869,0.000043,0.000086,0.001165,0.000683,0,0,1.005174,0.014722,0.000048,0,0.000038,0.023802,0.01241,0.008175,0.007241,0.001454,0.000067,0.00077,0.005086,0.005154,0.000637,0.002523,0.00094,0.000389,0.004549,0.017468,0.006393,0.000891,0.000022,0.00203,0.002009,0.003204,0.000052,0.000094,0.000126,0.000054,0.000045,0.000039,0.000029,0.000067,0.000097,0.000101,0.000136,0.000039,0.000139,0.000153,0.00016,0.000063,0.000113,0.000354,0.000015,0.00005,0.000041,0.000036,0.000105,0.00005,0.000036,0.000021,0.000041,0.000027,0.000041,0.000048,0.000022,0.000276,0.000027,0.00004,0.00003,0.000035,0.000036,0.000059,0.000023,0.000723,1.136301,0.874599
鋳鍛造品・その他の鉄鋼製品,0.000018,0.000015,0.000017,0.000052,0.000061,0,0,0.000056,0.000011,0.00005,0.00001,0.000008,0.000014,0.000048,0.000008,0.000004,0.000003,0.000041,0.003811,0.000019,0.000018,0.000007,0.000008,0.000042,0.000023,0.000012,0.000029,0.000028,0.000018,0.000016,0.000061,0.000023,0.00005,0.000312,0.000534,0,0,0.000005,1.000673,0.000008,0,0.000076,0.011867,0.007646,0.006522,0.004566,0.000795,0.000058,0.000536,0.0017,0.003032,0.000191,0.001253,0.000538,0.00026,0.001207,0.005518,0.006491,0.000169,0.000009,0.000186,0.000369,0.000414,0.000015,0.000022,0.000069,0.000024,0.000019,0.000015,0.000012,0.000018,0.000028,0.00002,0.000071,0.000016,0.000049,0.000051,0.000096,0.000019,0.000036,0.000045,0.000005,0.000019,0.000013,0.000017,0.00003,0.000017,0.000014,0.000009,0.000022,0.000013,0.000027,0.000023,0.000008,0.000152,0.000013,0.000018,0.000017,0.000015,0.000015,0.000022,0.000011,0.000492,1.061107,0.816723
非鉄金属精錬・精製,0.000003,0.000002,0.000003,0.000008,0.000002,0,0,0.000005,0.000002,0.000004,0.000001,0.000004,0.000004,0.00001,0.000001,0.000001,0,0.000006,0.00004,0.000016,0.000003,0.000004,0.000002,0.000285,0.000006,0.000002,0.000005,0.00032,0.000003,0.000017,0.000008,0.000004,0.000015,0.000004,0.000292,0,0,0.00005,0.000059,1.001382,0,0.014726,0.000111,0.000765,0.000114,0.00012,0.000463,0.001467,0.000796,0.000786,0.000125,0.000113,0.001507,0.00017,0.000074,0.00007,0.000036,0.000023,0.000314,0.000001,0.000014,0.000022,0.000016,0.000001,0.000002,0.000004,0.000002,0.000002,0.000002,0.000001,0.000002,0.000003,0.000001,0.000003,0.000002,0.000004,0.000003,0.000003,0.000002,0.000004,0.000004,0,0.000002,0.000002,0.000005,0.000002,0.000002,0.000004,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000012,0.000002,0.000002,0.000002,0.000002,0.000001,0.000003,0.000006,0.000103,1.024615,0.788636
非鉄金属屑,-0.000004,-0.000003,-0.000002,-0.000008,-0.000002,0,0,-0.000021,-0.000004,-0.00002,-0.000003,-0.000005,-0.000008,-0.000022,-0.000003,-0.000001,-0.000001,-0.000012,-0.000047,-0.000004,-0.000015,-0.000487,-0.000002,0.000039,-0.000045,-0.000004,-0.000013,0.000009,-0.000003,-0.000009,-0.000057,-0.000005,-0.000016,-0.00001,0.000002,0,0,0.000001,-0.000007,0.065867,1,0.002833,-0.001021,-0.004074,-0.001665,-0.000113,-0.000557,-0.020121,-0.000674,-0.001365,-0.000675,-0.000829,-0.002716,-0.000461,-0.000764,-0.000025,-0.000034,-0.000027,-0.000152,-0.000003,-0.000023,-0.000066,-0.000017,-0.000004,-0.000005,-0.000007,-0.000006,-0.000007,-0.000005,-0.000006,-0.000003,-0.000004,-0.000004,-0.000004,-0.000005,-0.000014,-0.000006,-0.000004,-0.000005,-0.000007,-0.00001,-0.000003,-0.000005,-0.000004,-0.000008,-0.000009,-0.000004,-0.000008,-0.000002,-0.000005,-0.000002,-0.000013,-0.000007,-0.000004,-0.000049,-0.000003,-0.000003,-0.000004,-0.000004,-0.000005,-0.000006,-0.000004,0,1.032271,0.794529
非鉄金属加工製品,0.000018,0.000014,0.000018,0.000046,0.000017,0,0,0.000045,0.000022,0.000024,0.000011,0.000206,0.000149,0.000346,0.000017,0.000006,0.000003,0.000088,0.000748,0.000023,0.000028,0.000162,0.000011,0.000032,0.000021,0.000013,0.000085,0.000354,0.000018,0.00009,0.000095,0.000023,0.000074,0.000053,0.000182,0,0,0.000028,0.000027,0.000167,0,1.003984,0.002405,0.002201,0.002885,0.001501,0.001142,0.001047,0.003245,0.004602,0.003063,0.001438,0.004277,0.004307,0.001109,0.000848,0.001001,0.000929,0.000808,0.00001,0.000417,0.000614,0.000826,0.000032,0.000031,0.000051,0.000026,0.000017,0.000016,0.000013,0.000024,0.000033,0.000031,0.000037,0.000017,0.000068,0.000034,0.000032,0.000023,0.00004,0.000053,0.000006,0.00002,0.000018,0.000028,0.00004,0.000019,0.000025,0.000084,0.000025,0.00003,0.00003,0.000028,0.000012,0.00021,0.000014,0.000061,0.000037,0.00005,0.000015,0.000039,0.000072,0.000338,1.047697,0.806402
建設・建築用金属製品,0.000114,0.000084,0.000096,0.00021,0.000078,0,0,0.00026,0.000057,0.000041,0.000064,0.000032,0.00004,0.000048,0.000035,0.000058,0.000022,0.000112,0.000271,0.000267,0.000163,0.000068,0.000111,0.000192,0.000212,0.000147,0.000086,0.000113,0.000148,0.000094,0.000093,0.000057,0.000148,0.000289,0.00022,0,0,0.000091,0.000164,0.000151,0,0.000081,1.003865,0.000337,0.000141,0.000115,0.000069,0.000071,0.000167,0.000107,0.000066,0.000081,0.000136,0.000101,0.000061,0.00003,0.001175,0.001305,0.000634,0.000053,0.006901,0.011834,0.004978,0.000226,0.000498,0.000627,0.000182,0.00013,0.00014,0.000115,0.000334,0.000476,0.000587,0.000442,0.000073,0.000339,0.000374,0.000172,0.000223,0.000493,0.000719,0.000064,0.000192,0.00017,0.000104,0.000497,0.000212,0.00014,0.00008,0.000129,0.00009,0.000085,0.000091,0.000087,0.000064,0.000073,0.000121,0.000073,0.000105,0.000139,0.000127,0.000041,0.000315,1.045891,0.805012
その他の金属製品,0.000479,0.000447,0.000203,0.001008,0.000378,0,0,0.004236,0.000541,0.004707,0.000255,0.00061,0.001271,0.005373,0.000444,0.000111,0.000233,0.002538,0.011699,0.000894,0.001138,0.000267,0.000215,0.003471,0.001648,0.000635,0.002693,0.002638,0.00038,0.000448,0.006689,0.000898,0.003524,0.001853,0.003586,0,0,0.000129,0.002052,0.000219,0,0.000466,0.010168,1.016385,0.01119,0.007875,0.006666,0.002597,0.005569,0.008317,0.006196,0.004122,0.001611,0.008155,0.006794,0.001391,0.007416,0.002802,0.003455,0.000222,0.003816,0.013448,0.001764,0.000389,0.000767,0.00093,0.000376,0.001101,0.000565,0.000194,0.00042,0.000633,0.00074,0.000605,0.000468,0.000758,0.001084,0.000445,0.000472,0.001279,0.001664,0.000115,0.0004,0.00028,0.000262,0.001137,0.000309,0.000256,0.000196,0.000342,0.000264,0.000669,0.000371,0.000154,0.001176,0.000174,0.000474,0.000784,0.000804,0.000259,0.001169,0.000325,0.001034,1.222181,0.9407
はん用機械,0.000066,0.000035,0.000063,0.000157,0.000026,0,0,0.000217,0.000021,0.000024,0.000038,0.00002,0.000022,0.000025,0.000022,0.000012,0.000005,0.000083,0.000283,0.000034,0.000024,0.000018,0.000033,0.000089,0.000037,0.000021,0.000028,0.000027,0.000043,0.000039,0.000038,0.000019,0.000131,0.00012,0.000137,0,0,0.000014,0.000117,0.000021,0,0.000019,0.000113,0.000054,1.00833,0.002708,0.000606,0.000131,0.000156,0.000701,0.00128,0.000164,0.000104,0.000192,0.000085,0.000191,0.001658,0.001183,0.000452,0.00004,0.000403,0.00008,0.000343,0.000083,0.000031,0.000302,0.000107,0.000027,0.000024,0.000016,0.000019,0.000015,0.000005,0.000031,0.00009,0.000465,0.000026,0.000076,0.000059,0.000045,0.000073,0.000015,0.000027,0.000046,0.000055,0.000071,0.000018,0.000038,0.000016,0.000026,0.000021,0.000031,0.00019,0.000027,0.00198,0.000025,0.000043,0.000022,0.000031,0.000032,0.00003,0.000013,0.000071,1.025428,0.789262
生産用機械,0.000348,0.000183,0.000333,0.000907,0.00008,0,0,0.001014,0.000109,0.000111,0.0002,0.000106,0.000115,0.000126,0.000114,0.000063,0.000025,0.000426,0.000183,0.000167,0.000123,0.000095,0.000163,0.000465,0.000179,0.000104,0.000138,0.000072,0.000241,0.000679,0.000204,0.000095,0.000255,0.000734,0.00058,0,0,0.000071,0.000443,0.000106,0,0.000137,0.000173,0.000191,0.000903,1.025724,0.000489,0.000997,0.000747,0.000708,0.000427,0.000628,0.000238,0.000452,0.000286,0.000204,0.001141,0.00066,0.00041,0.000207,0.000136,0.000249,0.000257,0.000436,0.000153,0.000325,0.000539,0.000134,0.000117,0.00008,0.000089,0.000069,0.000019,0.000083,0.000477,0.002458,0.000145,0.000308,0.000384,0.000199,0.000248,0.00007,0.000131,0.000239,0.000284,0.000332,0.000078,0.000192,0.000077,0.000124,0.000096,0.000152,0.001027,0.000138,0.010591,0.000111,0.000205,0.000098,0.000142,0.000156,0.000135,0.000046,0.000362,1.065772,0.820314
業務用機械,0.000047,0.000036,0.000125,0.000131,0.000014,0,0,0.000087,0.000021,0.000019,0.000028,0.000016,0.00002,0.000019,0.000018,0.00001,0.000005,0.00006,0.000016,0.000026,0.000023,0.000019,0.000023,0.000063,0.000029,0.000017,0.000022,0.000014,0.000036,0.000015,0.000029,0.000018,0.000021,0.000051,0.000041,0,0,0.000009,0.000019,0.000014,0,0.000014,0.000026,0.000018,0.00016,0.000287,1.005437,0.000029,0.000023,0.000077,0.000017,0.000058,0.00002,0.000036,0.000017,0.000028,0.000182,0.000027,0.000028,0.000031,0.000033,0.000029,0.000034,0.000051,0.00002,0.000039,0.000076,0.000125,0.000035,0.000018,0.000016,0.000011,0.000003,0.000013,0.000063,0.000298,0.000023,0.000066,0.000057,0.000049,0.000032,0.000018,0.000025,0.000057,0.000056,0.000108,0.000014,0.000034,0.000624,0.000154,0.000169,0.000028,0.000301,0.000032,0.001178,0.000025,0.000035,0.000017,0.000024,0.000296,0.000039,0.001356,0.000063,1.013417,0.780017
電子デバイス,0.000063,0.000034,0.000062,0.000152,0.000018,0,0,0.000125,0.00002,0.000021,0.000036,0.000019,0.000021,0.000024,0.000021,0.000012,0.000006,0.000074,0.00002,0.00003,0.000022,0.000017,0.00003,0.000085,0.000034,0.00002,0.000027,0.000014,0.000039,0.000018,0.000037,0.000029,0.000027,0.000072,0.000057,0,0,0.000013,0.000026,0.000019,0,0.000018,0.000031,0.000134,0.000143,0.000327,0.01731,1.008638,0.00807,0.004915,0.023618,0.037844,0.059576,0.020168,0.033941,0.000444,0.000057,0.000313,0.004758,0.000038,0.000043,0.000055,0.000053,0.000079,0.000027,0.000054,0.000099,0.000029,0.000023,0.000016,0.000018,0.000014,0.000004,0.000017,0.000086,0.000444,0.000017,0.000057,0.000056,0.000034,0.000041,0.000011,0.000025,0.000049,0.000056,0.000064,0.000018,0.000044,0.000025,0.000026,0.000021,0.00003,0.000188,0.000028,0.001908,0.000024,0.000039,0.000019,0.000027,0.000037,0.000026,0.000078,0.000072,1.225767,0.943461
その他の電子部品,0.000028,0.000015,0.000027,0.00007,0.000007,0,0,0.000055,0.000009,0.000009,0.000016,0.000009,0.00001,0.000011,0.000009,0.000005,0.000002,0.000033,0.000008,0.000014,0.000012,0.000011,0.000014,0.000039,0.000016,0.00001,0.000015,0.000007,0.000017,0.000008,0.000017,0.000009,0.000012,0.000032,0.000025,0,0,0.000006,0.000011,0.000009,0,0.000009,0.000014,0.00007,0.000032,0.00014,0.001079,0.003329,1.004057,0.000381,0.000513,0.003276,0.000258,0.001889,0.001736,0.000036,0.00003,0.000017,0.000154,0.000017,0.000016,0.000021,0.00002,0.000035,0.000012,0.000024,0.000045,0.000012,0.000011,0.000009,0.000009,0.000006,0.000002,0.000007,0.000038,0.000195,0.000009,0.000024,0.000027,0.000016,0.000018,0.000007,0.000014,0.000036,0.000031,0.000033,0.000007,0.000032,0.000008,0.000012,0.00001,0.000015,0.000081,0.000019,0.000839,0.00001,0.000018,0.000009,0.000013,0.000013,0.000012,0.000447,0.000031,1.019896,0.785004
産業用電気機械,0.00002,0.000014,0.000019,0.000047,0.000024,0,0,0.000041,0.000008,0.00001,0.000011,0.000006,0.000007,0.000007,0.000007,0.000004,0.000002,0.000024,0.00001,0.000011,0.000007,0.000005,0.00001,0.000027,0.000011,0.000007,0.000008,0.000005,0.000013,0.000006,0.000012,0.000006,0.000009,0.000024,0.000018,0,0,0.000004,0.000009,0.000007,0,0.000006,0.00004,0.000011,0.000727,0.000605,0.000407,0.000011,0.000045,1.005409,0.000773,0.000664,0.000097,0.000311,0.000485,0.000838,0.000498,0.000326,0.000113,0.000012,0.00006,0.00008,0.000084,0.000025,0.000011,0.00002,0.000031,0.000008,0.000007,0.000005,0.000007,0.000007,0.000004,0.00001,0.000027,0.000138,0.000008,0.00002,0.000018,0.000013,0.000016,0.000004,0.000008,0.000014,0.000016,0.000021,0.000006,0.000011,0.000005,0.000008,0.000006,0.000009,0.000056,0.000008,0.000585,0.000007,0.000012,0.000006,0.000008,0.000009,0.000008,0.000004,0.00003,1.013278,0.77991
