部門名,耕種農業,畜産,農業サービス,林業,水産業,金属鉱物,石炭・石油・ガス,非金属鉱物,食肉・畜産食料品,水産食料品,精穀・製粉,めん・パン・菓子類,その他の食料品,飲料・たばこ,飼料・有機質肥料（別掲を除く。）,繊維工業製品,衣服・その他の繊維製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学肥料,無機化学工業製品,有機化学工業製品,合成樹脂・化学繊維,医薬品,化学最終製品（医薬品を除く。）,石油・石炭製品,プラスチック製品,ゴム製品,なめし革・毛皮・同製品,ガラス・ガラス製品,セメント・セメント製品,陶磁器・その他の窯業・土石製品,銑鉄・粗鋼,鉄屑,鋼材,鋳鍛造品・その他の鉄鋼製品,非鉄金属精錬・精製,非鉄金属屑,非鉄金属加工製品,建設・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機械,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信機械・同関連機器,電子計算機・同附属装置,自動車,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,土木,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃借,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,公務,教育,研究,医療・保健衛生,社会保険・社会福祉,介護,その他の非営利団体サービス,物品賃借サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明, 行和, 感応度係数
民生用電気機器,0.000001,0.000001,0.000001,0.000003,0,0,0,0.000002,0,0,0.000001,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0.000001,0.000002,0.000001,0,0,0,0.000001,0,0.000001,0,0,0.000001,0.000001,0,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0.000001,0.000001,0.000001,1.000533,0,0,0,0,0,0.000004,0.000014,0,0.000001,0.000018,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0,0,0,0,0,0,0,0.000002,0.000008,0,0.000001,0.000001,0.000001,0.000001,0,0,0.000001,0.000002,0.000005,0,0.000001,0,0,0,0.000001,0.000004,0.000001,0.000035,0.000001,0.000001,0,0,0.000001,0,0,0.000002,1.000679,0.770213
電子応用装置・電気計測器,0.000002,0.000001,0.000002,0.000005,0.000002,0,0,0.000004,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0.000003,0.000001,0.000001,0.000001,0.000001,0.000001,0.000003,0.000001,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000003,0.000002,0,0,0,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000047,0.000086,0.000075,0.000001,0.000001,0.000093,0.000001,1.001253,0.000001,0.00001,0.000002,0.000001,0.000153,0.000005,0.000001,0.000001,0.000003,0.000002,0.000004,0.000003,0.000001,0.000002,0.000003,0.000001,0.000001,0.000001,0.000001,0,0,0.000001,0.000003,0.000015,0.000001,0.000002,0.000002,0.000001,0.000001,0,0.000001,0.000002,0.000002,0.000004,0.000001,0.000001,0.000003,0.000001,0.000001,0.000001,0.000006,0.000001,0.000066,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000003,1.001928,0.771174
その他の電気機械,0.000018,0.000016,0.000017,0.000041,0.000048,0,0,0.000045,0.000009,0.000015,0.00001,0.000006,0.000006,0.000007,0.000006,0.000004,0.000002,0.00002,0.000036,0.000012,0.000009,0.000007,0.000009,0.000023,0.000012,0.000008,0.00001,0.000006,0.000013,0.000007,0.000011,0.00001,0.000011,0.000022,0.00004,0,0,0.000005,0.000009,0.000007,0,0.000006,0.00001,0.00003,0.000048,0.000137,0.000289,0.002255,0.000719,0.000519,0.000823,0.000277,1.001575,0.000926,0.000217,0.001044,0.000105,0.000496,0.000574,0.000011,0.000268,0.0002,0.000089,0.000021,0.000015,0.000029,0.000025,0.00003,0.00002,0.000007,0.000015,0.000014,0.00001,0.000025,0.000023,0.000116,0.000036,0.000027,0.000019,0.00002,0.000042,0.000004,0.000011,0.000069,0.000026,0.000034,0.000046,0.000017,0.000008,0.000009,0.000007,0.000009,0.000043,0.000032,0.000406,0.000012,0.00002,0.00001,0.000011,0.000031,0.000015,0.00001,0.000103,1.012584,0.779375
通信機械・同関連機器,0.000011,0.000007,0.000012,0.000037,0.000017,0,0,0.000023,0.000006,0.000011,0.000008,0.000006,0.000007,0.000011,0.000006,0.000004,0.000002,0.000019,0.000007,0.000011,0.00001,0.000008,0.00001,0.000018,0.000016,0.000007,0.000024,0.000006,0.000011,0.000006,0.000013,0.000012,0.00001,0.000016,0.000017,0,0,0.000003,0.000007,0.000007,0,0.000005,0.000023,0.000008,0.00003,0.00003,0.000022,0.000023,0.000013,0.000017,0.000008,0.000015,0.000014,1.000645,0.000022,0.0022,0.00127,0.000414,0.00001,0.000024,0.00015,0.00006,0.000327,0.000014,0.000011,0.000015,0.00002,0.000056,0.000036,0.000024,0.000038,0.000021,0.000004,0.000018,0.000039,0.000065,0.000026,0.000022,0.000058,0.000016,0.000021,0.000005,0.000013,0.000029,0.000076,0.000046,0.000009,0.000034,0.000009,0.000015,0.000006,0.00002,0.000038,0.000028,0.000249,0.000066,0.000011,0.000031,0.000008,0.000024,0.00001,0.000007,0.000022,1.006997,0.775075
電子計算機・同附属装置,0,0,0,0.000001,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0.000001,1.000602,0,0,0,0,0,0,0,0,0.000001,0,0,0.000001,0,0,0,0,0,0,0,0.000001,0.000003,0,0,0,0,0,0,0.000001,0.000001,0,0,0,0,0,0,0,0,0.000001,0.000001,0.000013,0,0,0,0,0,0,0,0,1.000644,0.770186
自動車,0.000949,0.000497,0.000907,0.002266,0.000194,0,0,0.001869,0.000296,0.000294,0.000545,0.000288,0.000311,0.000339,0.00031,0.000172,0.000068,0.001101,0.000209,0.000446,0.00032,0.000248,0.000438,0.001265,0.000484,0.000283,0.00037,0.000193,0.000571,0.000259,0.000544,0.000251,0.000371,0.00107,0.000814,0,0,0.000194,0.000363,0.000286,0,0.000262,0.000433,0.000318,0.000403,0.000406,0.000372,0.000487,0.000423,0.000414,0.000234,0.000289,0.000313,0.000254,0.000266,1.111611,0.00019,0.022659,0.000253,0.000559,0.000341,0.000593,0.000598,0.001192,0.0004,0.000799,0.00147,0.000363,0.000316,0.000216,0.000241,0.000186,0.000046,0.00036,0.001293,0.006751,0.000209,0.001036,0.00081,0.000483,0.000581,0.000163,0.000353,0.000649,0.000771,0.000908,0.000209,0.00052,0.000208,0.000336,0.00026,0.000413,0.002765,0.000376,0.028986,0.0003,0.000556,0.000264,0.000385,0.000422,0.000324,0.000106,0.000985,1.218075,0.93754
船舶・同修理,0.000002,0.000004,0.000001,0.000002,0.007661,0,0,0.000006,0.000002,0.001526,0.000003,0.000002,0.000012,0.000001,0.000012,0,0,0.000005,0.000001,0.000004,0.000002,0.000001,0.000005,0.000001,0.000002,0.000001,0.000002,0.000001,0.000002,0.000002,0.000001,0.000001,0.000002,0.000007,0.000006,0,0,0.000001,0.000006,0.000012,0,0.000001,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,1.031307,0.000001,0.00001,0.000055,0.000001,0.000001,0.000002,0.000001,0.000003,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000001,0,0.000001,0.000003,0.000005,0.005088,0.000005,0.000001,0.000001,0.000018,0.000002,0.000001,0.000001,0.000001,0.00007,0.00001,0.000003,0.000001,0.000008,0.000007,0.000001,0.000001,0,0.000001,0.000001,0.000032,0.000048,0,0.000002,0.000003,0.000002,0.000018,1.046037,0.805125
その他の輸送機械・同修理,0.000023,0.000013,0.000024,0.00006,0.000008,0,0,0.000053,0.000009,0.000009,0.000021,0.000011,0.00001,0.000011,0.00001,0.000009,0.000005,0.000031,0.00001,0.000016,0.000019,0.000016,0.000013,0.000032,0.000019,0.000012,0.000025,0.000011,0.000017,0.000011,0.00002,0.00001,0.000015,0.000031,0.000038,0,0,0.000006,0.000012,0.00001,0,0.000009,0.000023,0.000011,0.000018,0.000018,0.00002,0.000017,0.000017,0.000016,0.000013,0.000024,0.000012,0.000024,0.000015,0.000008,0.000008,1.024073,0.00001,0.000022,0.000012,0.000019,0.000018,0.000028,0.000012,0.000022,0.000064,0.000032,0.000014,0.000026,0.00001,0.000008,0.000003,0.007291,0.000036,0.000149,0.000013,0.011907,0.000054,0.000017,0.00003,0.000039,0.000017,0.000034,0.000033,0.000241,0.000018,0.000022,0.00001,0.000011,0.000009,0.000025,0.000067,0.000022,0.000623,0.000015,0.000018,0.000012,0.000014,0.000016,0.000075,0.000008,0.000091,1.046191,0.805243
その他の製造工業製品,0.000029,0.000035,0.000043,0.000237,0.000441,0,0,0.000199,0.000033,0.000114,0.000019,0.000047,0.000046,0.000134,0.000019,0.000031,0.000355,0.000212,0.000585,0.00007,0.000063,0.000042,0.000045,0.000113,0.000089,0.000128,0.00016,0.000079,0.000073,0.000041,0.000068,0.002398,0.000391,0.000111,0.000112,0,0,0.000092,0.000235,0.000027,0,0.000095,0.00004,0.000041,0.000061,0.000191,0.000209,0.000098,0.000148,0.000176,0.000096,0.000204,0.000075,0.000141,0.000147,0.000102,0.000095,0.000109,1.008211,0.000045,0.00012,0.000373,0.000235,0.000033,0.000042,0.000087,0.000274,0.000082,0.000088,0.000097,0.000083,0.000052,0.000025,0.000057,0.00007,0.000114,0.000133,0.000124,0.000117,0.000093,0.000119,0.00006,0.0002,0.000352,0.000489,0.000222,0.000255,0.000648,0.000063,0.000283,0.00023,0.000431,0.000502,0.000228,0.000118,0.000443,0.000189,0.00016,0.000315,0.000447,0.000659,0.009267,0.000133,1.035313,0.79687
再生資源回収・加工処理,0.002236,0.001903,0.000204,0.002206,0.000105,0,0,0.00009,0.000806,0.0001,0.000957,0.000199,0.000278,0.006186,0.025996,0.000415,0.00004,0.037459,0.001451,0.027937,0.002156,0.000801,0.060246,0.002884,0.000246,0.000632,0.000243,0.000362,0.000069,0.025236,0.000383,0.000181,0.011681,0.01854,0.008403,0,0,0.019231,0.039711,0.118609,0,0.007354,0.001029,0.000782,0.000526,0.000446,0.000331,0.001127,0.000371,0.000444,0.000457,0.000132,0.000559,0.00028,0.000227,0.000687,0.000715,0.000521,0.000445,1.000117,0.001042,0.000705,0.000882,0.002965,0.023181,0.000189,0.000254,0.000067,0.000197,0.00007,0.000132,0.000062,0.000042,0.000115,0.000046,0.000079,0.000074,0.000079,0.000107,0.000219,0.000249,0.000049,0.000089,0.000099,0.00026,0.000141,0.000119,0.000124,0.000059,0.000149,0.000116,0.000096,0.000037,0.000075,0.000096,0.000086,0.000384,0.000586,0.000146,0.000129,0.00016,0.000974,0.000184,1.469649,1.131174
建築,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.76969
建設補修,0.009355,0.006823,0.007819,0.012717,0.002938,0,0,0.021722,0.004655,0.002588,0.005253,0.002666,0.00324,0.003848,0.002831,0.004846,0.001845,0.007541,0.005939,0.022487,0.013671,0.005703,0.009344,0.015965,0.017902,0.012398,0.007118,0.009471,0.012207,0.007907,0.007613,0.004307,0.012255,0.022728,0.018452,0,0,0.007662,0.01323,0.012695,0,0.006775,0.011564,0.009191,0.006716,0.0072,0.005594,0.005844,0.013425,0.008727,0.005393,0.00674,0.01141,0.006426,0.004964,0.00242,0.005292,0.005461,0.00595,0.004168,0.003675,1.00557,0.004179,0.019093,0.042182,0.053075,0.015221,0.010868,0.011702,0.009675,0.028188,0.03872,0.049745,0.036171,0.005956,0.028001,0.015549,0.012885,0.018682,0.041558,0.060764,0.005406,0.016094,0.014304,0.008564,0.042046,0.017744,0.011731,0.006662,0.010674,0.007521,0.006978,0.006005,0.007256,0.003005,0.005903,0.010125,0.006077,0.00879,0.011685,0.010597,0.002985,0.013232,2.217844,1.707052
土木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.76969
電力,0.006119,0.009993,0.02313,0.007514,0.002761,0,0,0.015382,0.00678,0.007022,0.004961,0.006362,0.010334,0.007656,0.006981,0.00673,0.002926,0.015259,0.006555,0.071269,0.015661,0.009988,0.02803,0.183839,0.024952,0.007213,0.005578,0.00965,0.012238,0.0096,0.011782,0.005447,0.012529,0.058243,0.021215,0,0,0.012685,0.045058,0.04773,0,0.012113,0.00769,0.013201,0.008377,0.007857,0.008027,0.019518,0.015278,0.006778,0.006732,0.004426,0.009654,0.004958,0.005467,0.005057,0.010274,0.007839,0.006332,0.021826,0.004219,0.003723,0.005541,1.052514,0.01791,0.02144,0.05081,0.003973,0.019715,0.003734,0.018848,0.0051,0.000435,0.022153,0.00459,0.004317,0.003383,0.004609,0.005338,0.040827,0.011237,0.005674,0.009892,0.006968,0.00484,0.008627,0.014945,0.004905,0.004834,0.011587,0.00706,0.003423,0.003731,0.004159,0.002846,0.005258,0.020447,0.01056,0.014732,0.018359,0.01615,0.004191,0.01028,2.41846,1.861464
ガス・熱供給,0.000456,0.000342,0.000725,0.000465,0.000163,0,0,0.000607,0.000516,0.000482,0.000303,0.00182,0.002068,0.001418,0.001476,0.002466,0.000395,0.000576,0.000622,0.003262,0.001701,0.000692,0.00812,0.005634,0.002093,0.000505,0.001683,0.001471,0.000432,0.002769,0.001854,0.000681,0.001177,0.001404,0.002428,0,0,0.001754,0.006094,0.001285,0,0.001623,0.001509,0.002166,0.001304,0.001162,0.001496,0.003207,0.001681,0.001232,0.00049,0.000711,0.002449,0.000757,0.000877,0.001446,0.001013,0.001946,0.001504,0.001928,0.000603,0.000773,0.000589,0.016405,1.016248,0.00096,0.003746,0.000824,0.004491,0.000924,0.002334,0.000475,0.000096,0.000987,0.000695,0.000837,0.001142,0.000689,0.000935,0.001057,0.001125,0.000839,0.001364,0.001357,0.000748,0.002931,0.001994,0.001152,0.001161,0.0031,0.002548,0.001113,0.000382,0.000814,0.001395,0.001104,0.010537,0.006515,0.003367,0.00137,0.002693,0.000495,0.001242,1.192595,0.917928
水道,0.001269,0.003568,0.00344,0.002852,0.000736,0,0,0.008321,0.002975,0.003674,0.001258,0.002239,0.003654,0.004436,0.001029,0.001629,0.000427,0.00233,0.001214,0.010297,0.003333,0.001422,0.008924,0.005569,0.011133,0.0036,0.005994,0.002741,0.001381,0.002384,0.001876,0.00356,0.00338,0.00484,0.002167,0,0,0.002926,0.00145,0.003577,0,0.001778,0.001623,0.001601,0.001918,0.001766,0.001545,0.002581,0.002577,0.001713,0.001871,0.001436,0.002866,0.001432,0.001408,0.001059,0.001809,0.0015,0.001899,0.005845,0.001573,0.002234,0.001736,0.000893,0.007603,1.060268,0.021983,0.002687,0.006282,0.002556,0.004355,0.001112,0.000273,0.006607,0.00251,0.013408,0.002826,0.002387,0.002694,0.003673,0.009757,0.001559,0.006554,0.002124,0.002056,0.007042,0.01234,0.006652,0.005285,0.008229,0.010072,0.003746,0.001108,0.001243,0.001392,0.001837,0.015838,0.012188,0.018619,0.007036,0.00653,0.001031,0.006619,1.46035,1.124016
廃棄物処理,0.000445,0.001006,0.001563,0.001018,0.000304,0,0,0.001303,0.000934,0.000228,0.00032,0.001239,0.000466,0.00039,0.001331,0.000117,0.000101,0.000809,0.000361,0.001112,0.000888,0.000599,0.003613,0.007638,0.000583,0.000338,0.002838,0.000652,0.000401,0.000191,0.000386,0.000625,0.001662,0.002283,0.005087,0,0,0.000097,0.000306,0.000231,0,0.000171,0.000301,0.000219,0.000531,0.000367,0.000416,0.000822,0.000645,0.000605,0.000354,0.000444,0.001615,0.000399,0.000474,0.00023,0.001033,0.004981,0.000297,0.000674,0.00056,0.000455,0.0035,0.001034,0.000872,0.001107,1.000363,0.001474,0.001579,0.002427,0.000548,0.00052,0.000167,0.012378,0.002092,0.000995,0.002566,0.002111,0.003703,0.001718,0.007449,0.001339,0.005209,0.00821,0.00106,0.033057,0.00387,0.001851,0.002337,0.003152,0.00307,0.000486,0.000617,0.003624,0.000721,0.00046,0.030052,0.009762,0.007833,0.006847,0.0098,0.000324,0.012019,1.24936,0.96162
卸売,0.011264,0.009599,0.010883,0.014022,0.011751,0,0,0.012804,0.013368,0.041928,0.019483,0.020474,0.026315,0.012144,0.019557,0.011753,0.007192,0.035411,0.025993,0.034946,0.051286,0.026359,0.01306,0.007737,0.03819,0.015605,0.016579,0.028883,0.015755,0.019196,0.0247,0.034055,0.01676,0.015713,0.015367,0,0,0.004155,0.019102,0.005551,0,0.017991,0.027328,0.018999,0.020294,0.01885,0.022268,0.016528,0.014563,0.023564,0.026373,0.015394,0.021774,0.019061,0.014058,0.012825,0.028434,0.020044,0.020101,0.003185,0.019971,0.025182,0.016641,0.002286,0.005991,0.006916,0.009331,1.010239,0.00443,0.003275,0.002315,0.002291,0.001556,0.002525,0.004194,0.016544,0.007779,0.003882,0.004429,0.005872,0.006877,0.0023,0.00342,0.004092,0.010036,0.005534,0.003222,0.007889,0.017583,0.009635,0.006866,0.010577,0.004538,0.003268,0.017676,0.003943,0.017096,0.022893,0.007182,0.005918,0.00721,0.073722,0.007458,2.483158,1.911262
小売,0.020613,0.013883,0.008018,0.01858,0.007939,0,0,0.022228,0.006446,0.003639,0.009498,0.002913,0.00578,0.002554,0.00483,0.001559,0.003896,0.007808,0.006268,0.002877,0.00312,0.002077,0.0033,0.003423,0.007009,0.00249,0.003899,0.00191,0.002663,0.001148,0.003974,0.023692,0.004181,0.00607,0.004231,0,0,0.001014,0.002551,0.002068,0,0.001706,0.002663,0.002269,0.003306,0.005106,0.005407,0.002841,0.003146,0.003984,0.003114,0.003273,0.003357,0.003849,0.004499,0.002668,0.004615,0.003054,0.03131,0.004549,0.004438,0.005213,0.006049,0.00093,0.001533,0.002619,0.009762,0.007189,1.005953,0.003354,0.003098,0.002895,0.000733,0.002263,0.006648,0.050074,0.004346,0.002753,0.00584,0.003729,0.003415,0.006218,0.00361,0.004936,0.006791,0.008211,0.005218,0.009808,0.003162,0.010492,0.006714,0.015503,0.006174,0.0033,0.003276,0.005914,0.021446,0.030004,0.010661,0.008858,0.014014,0.045756,0.004142,1.689909,1.300706
金融・保険,0.009286,0.008053,0.01031,0.034973,0.009765,0,0,0.052361,0.006344,0.006786,0.006163,0.005742,0.007283,0.008089,0.006184,0.007393,0.005037,0.021345,0.014238,0.014343,0.015118,0.010631,0.011771,0.016766,0.008438,0.006081,0.009387,0.008143,0.008187,0.00379,0.007231,0.009531,0.012274,0.01809,0.018049,0,0,0.003373,0.008683,0.007796,0,0.005925,0.015564,0.009411,0.009478,0.010997,0.012627,0.010019,0.00758,0.009087,0.008747,0.008958,0.014714,0.009202,0.010576,0.00655,0.013651,0.0138,0.016918,0.009558,0.013209,0.009885,0.021856,0.013215,0.008547,0.005186,0.014009,0.024567,0.016523,1.043434,0.083053,0.068726,0.05995,0.042535,0.017998,0.03914,0.038357,0.019216,0.034058,0.013684,0.018726,0.004618,0.012178,0.009585,0.010509,0.043924,0.002746,0.007872,0.008463,0.007524,0.009815,0.062152,0.05041,0.006277,0.00891,0.007095,0.021749,0.008135,0.005821,0.012892,0.009609,0.004405,0.019921,2.560885,1.971087
不動産仲介及び賃借,0.0022,0.002264,0.007429,0.005382,0.001876,0,0,0.007831,0.003779,0.0028,0.002171,0.003227,0.002758,0.002697,0.001762,0.001704,0.001723,0.004526,0.004409,0.00476,0.005052,0.004586,0.002538,0.00591,0.005979,0.002901,0.006569,0.002776,0.003176,0.002866,0.00408,0.004178,0.003673,0.00577,0.003424,0,0,0.001282,0.003469,0.001603,0,0.001831,0.007032,0.002929,0.004642,0.004834,0.004184,0.003338,0.002966,0.004861,0.005259,0.004047,0.005282,0.00426,0.003945,0.002322,0.004777,0.003341,0.003552,0.003819,0.00557,0.003852,0.00336,0.004282,0.008443,0.002369,0.004918,0.023867,0.012985,0.011841,1.025364,0.044774,0.001621,0.003143,0.009501,0.012999,0.040708,0.008579,0.067096,0.05194,0.022607,0.012329,0.010168,0.010248,0.026836,0.003024,0.002113,0.014015,0.014713,0.004822,0.006393,0.013714,0.008422,0.007376,0.003247,0.007791,0.010102,0.008107,0.017536,0.006124,0.019827,0.003009,0.026219,1.816311,1.397996
住宅賃貸料,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.76969
住宅賃貸料（帰属家賃）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.76969
鉄道輸送,0.000195,0.000206,0.000205,0.0006,0.000357,0,0,0.001087,0.000261,0.000212,0.00112,0.000483,0.000312,0.000379,0.000288,0.00052,0.000242,0.000602,0.000417,0.000706,0.001281,0.00107,0.00041,0.000474,0.000825,0.000687,0.001206,0.000648,0.000412,0.000608,0.000725,0.0003,0.000585,0.000725,0.002517,0,0,0.00015,0.000349,0.000395,0,0.000322,0.001319,0.000285,0.000741,0.000827,0.001293,0.000737,0.000833,0.000607,0.000693,0.001536,0.000453,0.002194,0.000988,0.00027,0.000379,0.000575,0.000423,0.001212,0.000408,0.000522,0.00052,0.000138,0.000259,0.000348,0.003176,0.001881,0.000601,0.002489,0.000357,0.000282,0.000169,1.000661,0.000946,0.000459,0.000775,0.000447,0.004148,0.000527,0.000434,0.000914,0.000716,0.001166,0.000539,0.001745,0.001143,0.0009,0.000517,0.000374,0.000369,0.001281,0.000585,0.000842,0.000301,0.000406,0.000537,0.000628,0.000425,0.000476,0.000675,0.000606,0.001483,1.073422,0.826202
道路輸送（自家輸送を除く。）,0.006361,0.027336,0.005652,0.022855,0.005179,0,0,0.009417,0.015088,0.01047,0.033124,0.012427,0.010624,0.008153,0.020763,0.003028,0.00178,0.028396,0.011484,0.021535,0.020211,0.008759,0.023232,0.004875,0.011993,0.007929,0.0078,0.011258,0.02978,0.011517,0.00775,0.012942,0.012335,0.027058,0.02147,0,0,0.006474,0.027345,0.033443,0,0.007539,0.01186,0.007382,0.008119,0.007627,0.008393,0.007374,0.006706,0.007929,0.00799,0.005696,0.006858,0.006482,0.007554,0.009573,0.010049,0.008125,0.007945,0.251121,0.011049,0.012599,0.013737,0.002586,0.016429,0.004255,0.021299,0.004762,0.003546,0.007255,0.002211,0.002338,0.001074,0.00247,1.003451,0.005291,0.004675,0.003882,0.003716,0.003757,0.005098,0.045981,0.005655,0.005084,0.006405,0.00851,0.003209,0.005466,0.005017,0.004768,0.00293,0.008785,0.00316,0.0032,0.005899,0.003061,0.007039,0.009499,0.002731,0.003105,0.011284,0.025558,0.029895,2.275885,1.751726
自家輸送,0.032654,0.014327,0.011837,0.084278,0.01845,0,0,0.237109,0.009348,0.014768,0.018107,0.009222,0.008083,0.006958,0.009636,0.006306,0.002319,0.037561,0.007791,0.008898,0.008538,0.008496,0.005795,0.006418,0.007127,0.005824,0.005125,0.002302,0.009925,0.002643,0.004044,0.018052,0.013237,0.043455,0.017326,0,0,0.003634,0.005428,0.004051,0,0.004714,0.013383,0.008396,0.007314,0.007276,0.010647,0.006442,0.002622,0.005466,0.005933,0.005524,0.006236,0.00234,0.005474,0.00257,0.003192,0.002765,0.015943,0.011605,0.017287,0.019828,0.021784,0.00333,0.00555,0.006153,0.027913,0.04209,0.029758,0.008474,0.006775,0.006107,0.002111,0.00434,0.003336,1.005674,0.008576,0.004886,0.005656,0.005462,0.00816,0.009357,0.009301,0.012258,0.016376,0.013759,0.009312,0.006474,0.005549,0.00837,0.008288,0.011707,0.010933,0.008888,0.004993,0.007937,0.024654,0.005417,0.010982,0.021088,0.022234,0.005235,0.016331,2.329601,1.79307
水運,0.000285,0.000645,0.000112,0.000248,0.000231,0,0,0.000343,0.000323,0.00013,0.000481,0.000106,0.000145,0.000152,0.000726,0.000068,0.000022,0.000918,0.000187,0.000682,0.000297,0.000122,0.000957,0.000177,0.000342,0.000239,0.000127,0.000256,0.000361,0.000332,0.000126,0.000154,0.000337,0.001347,0.001036,0,0,0.000276,0.001133,0.002435,0,0.000175,0.000395,0.000239,0.000204,0.000183,0.00012,0.000119,0.000109,0.00015,0.000147,0.000079,0.00013,0.000096,0.000087,0.000288,0.00026,0.000227,0.000106,0.010981,0.000153,0.000154,0.000274,0.000154,0.000665,0.000077,0.000169,0.000086,0.000071,0.000076,0.000042,0.000041,0.000015,0.00004,0.000385,0.000683,1.015964,0.000199,0.000054,0.000054,0.000065,0.000335,0.000051,0.00006,0.000103,0.000073,0.000062,0.000063,0.000041,0.00006,0.000053,0.000093,0.000051,0.000057,0.000131,0.000051,0.000121,0.000099,0.000058,0.00009,0.000104,0.000324,0.00016,1.051619,0.80942
航空輸送,0.000044,0.000051,0.000165,0.000316,0.000073,0,0,0.000365,0.000063,0.000062,0.00004,0.000067,0.000059,0.000069,0.00005,0.000088,0.000119,0.000175,0.000201,0.000124,0.000224,0.000223,0.000077,0.000125,0.000217,0.000094,0.000639,0.00013,0.000092,0.000117,0.000201,0.000092,0.000155,0.000196,0.000147,0,0,0.000035,0.000085,0.000047,0,0.000059,0.000354,0.000132,0.000254,0.000315,0.000234,0.00013,0.000132,0.000206,0.000257,0.000516,0.000188,0.000184,0.000161,0.000085,0.000098,0.000136,0.000108,0.000048,0.000067,0.000105,0.000094,0.000099,0.000065,0.000119,0.000809,0.000876,0.000193,0.000236,0.000091,0.000073,0.000019,0.000067,0.000097,0.000084,0.000125,1.000634,0.000475,0.000119,0.000128,0.002416,0.000324,0.000903,0.000965,0.000179,0.000375,0.000341,0.000132,0.000084,0.000068,0.000495,0.000226,0.000645,0.000083,0.000376,0.000168,0.000103,0.000158,0.000262,0.000213,0.000097,0.000858,1.022672,0.78714
