部門名,耕種農業,畜産,農業サービス,林業,水産業,金属鉱物,石炭・石油・ガス,非金属鉱物,食肉・畜産食料品,水産食料品,精穀・製粉,めん・パン・菓子類,その他の食料品,飲料・たばこ,飼料・有機質肥料（別掲を除く。）,繊維工業製品,衣服・その他の繊維製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学肥料,無機化学工業製品,有機化学工業製品,合成樹脂・化学繊維,医薬品,化学最終製品（医薬品を除く。）,石油・石炭製品,プラスチック製品,ゴム製品,なめし革・毛皮・同製品,ガラス・ガラス製品,セメント・セメント製品,陶磁器・その他の窯業・土石製品,銑鉄・粗鋼,鉄屑,鋼材,鋳鍛造品・その他の鉄鋼製品,非鉄金属精錬・精製,非鉄金属屑,非鉄金属加工製品,建設・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機械,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信機械・同関連機器,電子計算機・同附属装置,自動車,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,土木,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃借,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,公務,教育,研究,医療・保健衛生,社会保険・社会福祉,介護,その他の非営利団体サービス,物品賃借サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明
教育,0,0,0.000157,0.000012,0,0,0,0.000187,0.000129,0.000189,0.000034,0.00058,0.000226,0.000058,0.00006,0.000003,0,0.000187,0.000002,0.000464,0.000272,0.000026,0.000132,0.000285,0.00096,0.000815,0.000453,0.000555,0,0.000018,0.001336,0,0.000692,0.000823,0.000399,0,0,0.000021,0.000718,0,0,0.000261,0.001826,0.000413,0.001092,0.000904,0.000484,0.001722,0.002809,0.001986,0.003613,0.001477,0.001635,0.003455,0.000587,0.000267,0.00064,0.000273,0.000593,0.000056,0.000323,0.000033,0.000228,0.000598,0.000471,0.000116,0.000373,0.000334,0.00041,0.000392,0.000009,0.000001,0,0.006225,0.000213,0.000408,0.000136,0.000079,0.000925,0.000388,0.000266,0.000494,0.009037,0.000998,0.00557,0.000013,0.000003,0.000001,0.000172,0.000209,0.000035,0,0.000388,0.000641,0.000004,0.001507,0.00041,0.000367,0.00145,0.000253,0.000685,0,0.000466
研究,0.000123,0.000001,0,0.00341,0.001759,0,0,0.001563,0.004413,0.002235,0.000236,0.003981,0.004799,0.003765,0.001073,0.007318,0.003125,0.002296,0.008189,0.010167,0.015811,0.005592,0.01887,0.076795,0.077015,0.052343,0.202133,0.027619,0.001338,0.018086,0.027267,0.015389,0.041821,0.017773,0.007734,0,0,0.007071,0.008658,0.014487,0,0.015926,0.010941,0.006907,0.028026,0.060693,0.063156,0.06594,0.07134,0.088268,0.075676,0.089719,0.02642,0.075371,0.070731,0.048585,0.011684,0.02629,0.029445,0.005453,0.000999,0.000624,0.002441,0.004145,0.007496,0.000007,0,0.00348,0.002554,0.000333,0,0,0,0.003201,0.001592,0,0.00236,0.000697,0.002516,0.004448,0.001485,0,0.015173,0.0049,0.015976,0.000014,0,0.002479,0.003907,0.000089,0.000075,0,0.006267,0.000332,0.001214,0.000388,0,0,0,0.000107,0.000129,0,0.025437
医療・保健衛生,0,0,0.001361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0.000001,0.000017,0,0,0,0,0.000056,0,0,0.000001,0.000001,0,0,0,0,0,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0.000002,0,0.000004,0.000165,0,0.000019,0.000025,0.00012,0.000023,0.00002,0,0.000046,0,0,0.000805,0,0,0.0252,0.000263,0.000041,0.001014,0.000406,0.000112,0.000021,0.000039,0.000021,0.037948,0.00201,0.002277,0.000011,0,0.000006,0,0.000029,0.000003,0.00007,0.000003,0.000012,0.000036,0,0.003229
社会保険・社会福祉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
介護,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
その他の非営利団体サービス,0,0,0.000292,0.000151,0.004796,0,0,0.002113,0.000566,0.000927,0.000431,0.000836,0.000358,0.000938,0.000273,0.000402,0.000402,0.000754,0.000539,0.001226,0.001186,0.000686,0.001223,0.002683,0.001744,0.001162,0.003491,0.00055,0.001071,0.000369,0.00068,0.000056,0.002129,0.001988,0.000573,0,0,0.000606,0.000634,0.000279,0,0.000371,0.001228,0.000976,0.003256,0.002624,0.001318,0.0009,0.000695,0.000783,0.000143,0.000849,0.000491,0.000595,0.001172,0.000264,0.000977,0.001079,0.000626,0.001887,0.000671,0.002136,0.001217,0.000746,0.00278,0.006161,0.003587,0.000415,0.00077,0.003704,0.000862,0.001298,0,0.000401,0.00189,0,0.001748,0.000085,0.001958,0.006816,0.003405,0.000027,0.001131,0.00455,0.001945,0,0.00051,0.003267,0.001413,0.000038,0.000443,0,0.002166,0.000535,0.001598,0.002735,0.001518,0.001479,0.001438,0.012634,0.002405,0,0.002132
物品賃借サービス,0.006814,0.033034,0.020549,0.026234,0.001531,0,0,0.012187,0.003675,0.003499,0.001986,0.003734,0.013475,0.012904,0.004123,0.001641,0.004801,0.01557,0.015165,0.00668,0.012657,0.02435,0.00365,0.049081,0.006154,0.002194,0.002494,0.006666,0.065589,0.005909,0.018935,0.004883,0.004813,0.013831,0.028794,0,0,0.001068,0.007042,0.002415,0,0.005478,0.004848,0.009849,0.021467,0.023068,0.007945,0.032969,0.010812,0.045373,0.00951,0.009296,0.007247,0.009867,0.004325,0.009747,0.020329,0.043606,0.007294,0.023871,0.007344,0.002733,0.015901,0.009268,0.009629,0.002216,0.024835,0.006945,0.011953,0.005077,0.003868,0.004461,0,0.00481,0.042552,0.144346,0.007395,0.202955,0.021167,0.014347,0.008137,0.000255,0.014976,0.024881,0.029222,0.017797,0.003684,0.005877,0.015511,0.01584,0.028208,0.004725,0.003459,0.002265,0.01923,0.020736,0.018635,0.0033,0.005575,0.010067,0.007115,0,0.009467
広告,0.000068,0,0.001197,0.000614,0.000878,0,0,0.00262,0.003777,0.000926,0.000332,0.014161,0.005536,0.022196,0.000094,0.000366,0.000874,0.001256,0.006566,0.009481,0.008017,0.000775,0.002562,0.003455,0.001579,0.001084,0.041569,0.003337,0.000159,0.003205,0.003796,0.005551,0.002674,0.000681,0.001898,0,0,0.000399,0.000444,0.000465,0,0.000709,0.001958,0.001193,0.003707,0.003078,0.004892,0.006719,0.002354,0.004621,0.011022,0.00519,0.002905,0.007513,0.005345,0.00721,0.001513,0.005349,0.004673,0.000122,0.001773,0.000375,0.000788,0.002143,0.005887,0.003844,0.000749,0.004012,0.012764,0.024838,0.015795,0.013201,0,0.004321,0.003718,0,0.004383,0.008559,0.004608,0.000582,0.009641,0.000928,0.016316,0.018143,0.022765,0.002315,0.003796,0.001495,0.001427,0.001402,0.001124,0.00413,0.006592,0.000139,0.002049,0.012632,0.002791,0.009155,0.007229,0.00838,0.008179,0,0.004197
自動車整備・機械修理,0.021623,0.005444,0.024663,0.045503,0.00109,0,0,0.006751,0.001442,0.004811,0.002294,0.004865,0.004626,0.007229,0.002157,0.003395,0.000947,0.014354,0.001952,0.00676,0.004842,0.003153,0.008891,0.028791,0.010513,0.006064,0.00645,0.003513,0.009749,0.006012,0.014074,0.001746,0.006044,0.019102,0.018549,0,0,0.00448,0.006796,0.004271,0,0.006027,0.009562,0.006583,0.008417,0.00712,0.007126,0.01007,0.010265,0.006685,0.003161,0.004972,0.006004,0.004741,0.004608,0.004099,0.002259,0.002738,0.002557,0.002613,0.004726,0.013143,0.011458,0.036709,0.008783,0.021782,0.03829,0.000495,0.000724,0.002888,0.003582,0.002272,0,0.002225,0.039293,0.217456,0.001897,0.006933,0.02251,0.010088,0.013626,0.000501,0.004702,0.012335,0.017801,0.022679,0.002582,0.01402,0.00316,0.006256,0.003429,0.008862,0.091362,0.000354,0.00643,0.005332,0.007599,0.004364,0.007935,0.006676,0.002931,0,0.019729
その他の対事業所サービス,0.0002,0.000509,0.007517,0.001732,0.004958,0,0,0.01123,0.005951,0.004187,0.000425,0.013825,0.008307,0.011235,0.002521,0.003447,0.008496,0.005566,0.0108,0.005314,0.00919,0.018589,0.005137,0.038038,0.005775,0.008911,0.014164,0.009301,0.005415,0.0105,0.014305,0.004364,0.032565,0.024336,0.022196,0,0,0.001491,0.005065,0.002213,0,0.006038,0.008632,0.012227,0.02117,0.014517,0.013366,0.016326,0.014196,0.016375,0.015815,0.017299,0.0168,0.022711,0.022122,0.009966,0.00747,0.01424,0.006233,0.010714,0.040212,0.014481,0.052844,0.025462,0.013563,0.059359,0.030454,0.035767,0.04785,0.057722,0.095772,0.040592,0.001403,0.018675,0.011362,0.000485,0.012294,0.009651,0.029379,0.073217,0.116821,0.008827,0.081541,0.070296,0.087889,0.060491,0.034521,0.055608,0.034566,0.028639,0.017618,0.049682,0.039007,0.034295,0.020332,0.077272,0.008006,0.01006,0.016709,0.016078,0.017109,0,0.022227
宿泊業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
飲食サービス,0,0,0,0,0,0,0,0,0,0,0,0,0.00831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005746,0.006888,0.021088,0,0,0,0,0,0.010668,0.005168,0,0,0,0,0.000368
洗濯・理容・美容・浴場業,0,0,0.000176,0.000002,0.000045,0,0,0.000037,0.000111,0.000063,0.000056,0.000119,0.000034,0.000201,0.000042,0.000033,0.000018,0.000061,0.000023,0.000065,0.000059,0.000041,0.000026,0.000075,0.000038,0.000023,0.000077,0.00001,0.000032,0.00003,0.000051,0.000051,0.000002,0.000002,0.000004,0,0,0.000025,0.000035,0.000005,0,0.000016,0.000046,0.000035,0.000048,0.000039,0.000041,0.000157,0.000078,0.000054,0.000083,0.000035,0.000003,0.000029,0.000059,0.000043,0.000043,0.000042,0.000042,0.000003,0.000009,0.000016,0.000068,0.000017,0.00001,0.00003,0.000098,0.000075,0.000058,0.000082,0.000057,0.000024,0,0.002547,0.000123,0.000011,0.000186,0.000194,0.000191,0.000034,0.000063,0.000382,0.000393,0.001137,0.000186,0.000127,0.000121,0.000024,0.009459,0.011869,0.012005,0.000068,0.000053,0.000149,0.000019,0.00008,0.008889,0.003038,0.021149,0.000072,0.000498,0,0.001708
娯楽サービス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133,0.070304,0.010012,0,0.000142,0,0,0,0,0,0,0.001054,0,0,0.002645,0.000249,0,0.006009,0.001796,0,0.000502
その他の対個人サービス,0,0,0.000908,0.000507,0.000946,0,0,0.000122,0.000057,0.000041,0.000004,0.00012,0.000052,0.000198,0.000055,0.000025,0.000027,0.000046,0.000044,0.000049,0.000062,0.000088,0.000082,0.000058,0.000076,0.000064,0.000109,0.000062,0.00008,0.000035,0.000057,0.000124,0.000054,0.000057,0.000062,0,0,0.000024,0.000047,0.000066,0,0.000067,0.000064,0.000044,0.000115,0.000098,0.000164,0.000106,0.000102,0.000149,0.000133,0.000077,0.000098,0.000123,0.000094,0.000057,0.000056,0.000113,0.000096,0.000086,0.000181,0.000129,0.000314,0.000043,0.000168,0.000211,0,0.001028,0.00063,0.000186,0.001805,0.000802,0.00038,0.00017,0.000338,0,0.000289,0.000118,0.000265,0.000339,0.000466,0.000296,0.000336,0.00418,0.002537,0.000414,0.000351,0.001766,0.000313,0.000192,0.000258,0.00279,0.000917,0.000419,0.000417,0.001182,0.002167,0.000395,0.001599,0.002703,0.008869,0,0.000511
事務用品,0.000174,0.000414,0.001005,0.007414,0.001121,0,0,0.000901,0.000357,0.000629,0.000051,0.000442,0.000752,0.000548,0.000055,0.000402,0.000294,0.000826,0.001036,0.000722,0.001172,0.000864,0.000957,0.000861,0.001504,0.001439,0.000522,0.000807,0.000359,0.000091,0.000409,0.001231,0.001027,0.000837,0.00062,0,0,0.000061,0.000193,0.000161,0,0.000261,0.000425,0.000508,0.000805,0.001485,0.001274,0.000746,0.000636,0.001441,0.000948,0.000579,0.001442,0.000976,0.000997,0.00019,0.000725,0.002087,0.003499,0.000263,0.000714,0.000035,0.001778,0.000051,0.000281,0.000632,0.005247,0.001884,0.0024,0.003535,0.002032,0.000535,0,0.001542,0.001655,0.000558,0.005318,0.001155,0.007333,0.002281,0.001843,0.004479,0.002252,0.002487,0.001465,0.004207,0.002069,0.007202,0.001195,0.003614,0.004826,0.004875,0.000823,0.000223,0.001153,0.001912,0.002302,0.000828,0.003598,0.001191,0.002541,0,0.000193
分類不明,0.012493,0.011117,0.015921,0.049533,0.013538,0,0,0.004064,0.002772,0.001002,0.000837,0.00056,0.001162,0.007096,0.000615,0.00101,0.000599,0.006034,0.001376,0.001847,0.003459,0.001541,0.000241,0.004892,0.003071,0.001766,0.002179,0.001165,0.014861,0.000984,0.007251,0.024878,0.012951,0.008466,0.003036,0,0,0.000861,0.005876,0.001975,0,0.001215,0.000847,0.002811,0.01126,0.007536,0.005281,0.001159,0.000848,0.007705,0.003628,0.002229,0.003328,0.00347,0.001779,0.000501,0.008089,0.008677,0.001501,0.00202,0.012993,0.015603,0.01174,0.001158,0.004013,0.00675,0.002756,0.006176,0.007829,0.00469,0.008425,0.020514,0.000064,0.017342,0.007366,0,0.006835,0.012744,0.008684,0.01669,0.015855,0.000471,0.009549,0.001069,0.006197,0.000292,0.01288,0.00327,0.002158,0.00922,0.004701,0.004322,0.00567,0.000243,0.007043,0.011765,0.001375,0.001816,0.00486,0.001181,0.002005,0.000546,0
内生部門計,0.381314,0.775005,0.342194,0.631866,0.380817,0,0,0.616598,0.742633,0.642958,0.922772,0.452191,0.551201,0.349582,0.716181,0.295809,0.292603,0.73373,0.56469,0.898125,0.834817,0.461005,0.724095,0.817781,0.849596,0.875267,0.640616,0.765618,0.66934,0.556676,0.589888,0.781137,0.520607,0.656003,0.541293,0,0,0.745432,0.551148,0.6407,0,0.667482,0.68147,0.517343,0.681019,0.665896,0.730543,0.694793,0.758195,0.833307,0.868408,0.823935,0.870664,0.739045,0.745044,0.877735,0.751485,0.785158,0.56674,0.620236,0.433441,0.504987,0.464326,0.307666,0.651085,0.36429,0.466563,0.290029,0.291442,0.306605,0.347497,0.273189,0.127133,0.307889,0.340584,1,0.576826,0.796226,0.384557,0.405878,0.412216,0.204755,0.467035,0.599406,0.478209,0.376528,0.187811,0.32234,0.431576,0.308895,0.241055,0.427625,0.301905,0.673534,0.579658,0.247726,0.50224,0.529023,0.271621,0.280491,0.288137,1,0.612202
家計外消費支出（行）,0.001501,0.001161,0.006198,0.008238,0.034356,0,0,0.049922,0.007611,0.023678,0.003945,0.008397,0.008136,0.015008,0.006148,0.016234,0.015646,0.007501,0.014697,0.01867,0.021905,0.021407,0.034729,0.005635,0.00954,0.017655,0.016369,0.009068,0.013167,0.017114,0.01884,0.026004,0.011731,0.014411,0.02189,0,0,0.00328,0.006982,0.006932,0,0.00698,0.029217,0.01357,0.016119,0.018307,0.01423,0.021931,0.014363,0.017217,0.008649,0.024587,0.016426,0.007718,0.028193,0.007609,0.014945,0.008616,0.014072,0.007075,0.022196,0.015954,0.014744,0.023645,0.01344,0.008972,0.038975,0.019072,0.015884,0.030494,0.011301,0.010389,0,0.014916,0.01845,0,0.020347,0.008639,0.034511,0.015975,0.030116,0.033296,0.007336,0.018315,0.027918,0.010557,0.00615,0.016683,0.006738,0.029744,0.013068,0.03214,0.011687,0.020278,0.017304,0.020333,0.023481,0.016474,0.038164,0.021327,0.01975,0,0.003144
雇用者所得,0.055697,0.072802,0.335284,0.068912,0.218337,0,0,0.218155,0.18837,0.200563,0.026192,0.256778,0.258532,0.173655,0.148851,0.694126,0.710808,0.147288,0.371737,0.042787,0.09595,0.334305,0.074237,0.097837,0.087111,0.097373,0.087865,0.127199,0.088999,0.320663,0.299738,0.124748,0.185804,0.160634,0.223831,0,0,0.076155,0.201847,0.150363,0,0.264138,0.31567,0.359865,0.191993,0.218857,0.175592,0.190314,0.234499,0.10867,0.083758,0.119231,0.057176,0.187464,0.175299,0.079185,0.174223,0.161014,0.370753,0.267572,0.187054,0.217011,0.216618,0.126467,0.056366,0.091316,0.207509,0.292545,0.467662,0.382987,0.103117,0.106916,0,0.174239,0.440635,0,0.144184,0.066135,0.243391,0.172741,0.179098,0.658048,0.107123,0.208146,0.316984,0.387513,0.64798,0.523743,0.437639,0.621595,0.58254,0.536569,0.131126,0.165053,0.24318,0.481289,0.267957,0.314369,0.280878,0.188024,0.265059,0,0.036185
営業余剰,0.311123,0.078167,0.142222,0.033554,0.212448,0,0,0.004628,0.043364,0.086473,0.032081,0.201042,0.103111,0.124408,0.079219,-0.41883,-0.180885,0.05558,-0.015119,0.010661,0.014748,0.067108,0.095434,0.00318,-0.021367,-0.02552,0.120502,0.04306,0.161112,-0.042365,-0.014975,0.036971,0.154908,0.084589,0.130506,0,0,0.151997,0.159823,0.137489,0,0.018165,-0.098089,-0.003388,0.060122,0.048278,0.005375,-0.078667,-0.070485,-0.022741,-0.024493,-0.050221,0.008468,-0.002343,-0.078438,0.019684,0.014651,-0.015148,-0.091126,0.0269,0.317861,0.218979,0.249004,0.205995,0.098884,0.171697,0.08298,0.278178,0.084198,0.172321,0.21214,0.348946,0.52232,0.019044,0.026121,0,0.030061,0.002399,0.057688,0.02872,0.19585,-0.013656,0.261484,0.101106,0.100731,0,0.003519,0.000135,0.062659,0.015255,0.062255,-0.010394,0.126411,0.023609,0.082772,0.109416,0.038962,0.042125,0.228608,0.296764,0.170108,0,0.277245
資本減耗引当,0.324164,0.093845,0.159016,0.215047,0.133839,0,0,0.061075,0.04599,0.034832,0.008637,0.065207,0.057721,0.074776,0.033852,0.30327,0.09588,0.042183,0.028202,0.018922,0.01871,0.084699,0.050561,0.066805,0.061296,0.024355,0.110235,0.039137,0.045577,0.102887,0.06773,0.020336,0.102195,0.054685,0.057742,0,0,0.019336,0.038001,0.04695,0,0.024962,0.041484,0.080021,0.043012,0.042776,0.06263,0.155928,0.049199,0.059351,0.059974,0.078814,0.042646,0.06085,0.12368,0.02746,0.03165,0.039168,0.117197,0.027613,0.016828,0.019492,0.029535,0.261658,0.139139,0.355722,0.148,0.050379,0.067226,0.094531,0.258528,0.22501,0.319097,0.45884,0.120918,0,0.213399,0.162243,0.217076,0.269611,0.156596,0.096472,0.137018,0.05807,0.056624,0.225173,0.148881,0.123675,0.087284,0.021753,0.08584,0.053569,0.413785,0.090669,0.055988,0.089061,0.135989,0.067877,0.12943,0.144071,0.15661,0,0.061934
間接税（関税・輸入品商品税を除く。）,0.043163,0.015081,0.01529,0.042382,0.020205,0,0,0.049622,0.005552,0.011518,0.006739,0.016409,0.02159,0.262609,0.017096,0.109529,0.066018,0.013758,0.035817,0.010839,0.013877,0.031507,0.020952,0.00877,0.013836,0.01088,0.024422,0.01593,0.021819,0.04505,0.038806,0.010944,0.024764,0.029694,0.024761,0,0,0.003816,0.042226,0.017579,0,0.018298,0.030283,0.032622,0.007753,0.005903,0.01165,0.015722,0.014253,0.004205,0.003713,0.003662,0.004628,0.007285,0.006237,-0.011666,0.013067,0.021208,0.022411,0.05062,0.022621,0.023578,0.026061,0.074569,0.041086,0.024882,0.055981,0.07037,0.073685,0.021386,0.067418,0.035678,0.03145,0.032657,0.059271,0,0.028451,-0.035619,0.06284,0.107146,0.054798,0.021085,0.020024,0.014977,0.019608,0.000229,0.005672,0.013916,0.017921,0.002823,0.02485,0.021562,0.015117,0.026973,0.021152,0.052844,0.031485,0.03015,0.051392,0.06937,0.100405,0,0.009295
（控除）経常補助金,-0.116963,-0.03606,-0.000204,0,0,0,0,0,-0.033519,-0.000023,-0.000366,-0.000025,-0.00029,-0.000037,-0.001347,-0.000138,-0.000069,-0.00004,-0.000024,-0.000004,-0.000007,-0.000031,-0.000007,-0.000009,-0.000013,-0.000009,-0.000011,-0.000013,-0.000015,-0.000024,-0.000027,-0.000141,-0.000009,-0.000018,-0.000023,0,0,-0.000015,-0.000026,-0.000013,0,-0.000026,-0.000034,-0.000032,-0.000018,-0.000017,-0.000021,-0.000022,-0.000025,-0.000009,-0.000009,-0.000007,-0.000008,-0.000019,-0.000015,-0.000007,-0.000022,-0.000018,-0.000047,-0.000016,-0.000001,-0.000001,-0.000288,0,-0.000001,-0.016878,-0.000008,-0.000573,-0.000097,-0.008324,0,-0.000129,0,-0.007586,-0.00598,0,-0.013269,-0.000022,-0.000062,-0.000069,-0.028673,0,-0.00002,-0.00002,-0.000074,0,-0.000013,-0.000491,-0.043817,-0.000065,-0.009608,-0.06107,-0.000031,-0.000116,-0.000054,-0.000668,-0.000114,-0.000018,-0.000093,-0.000047,-0.00007,0,-0.000005
粗付加価値部門計,0.618686,0.224995,0.657806,0.368134,0.619183,0,0,0.383402,0.257367,0.357042,0.077228,0.547809,0.448799,0.650418,0.283819,0.704191,0.707397,0.26627,0.43531,0.101875,0.165183,0.538995,0.275905,0.182219,0.150404,0.124733,0.359384,0.234382,0.33066,0.443324,0.410112,0.218863,0.479393,0.343997,0.458707,0,0,0.254568,0.448852,0.3593,0,0.332518,0.31853,0.482657,0.318981,0.334104,0.269457,0.305207,0.241805,0.166693,0.131592,0.176065,0.129336,0.260955,0.254956,0.122265,0.248515,0.214842,0.43326,0.379764,0.566559,0.495013,0.535674,0.692334,0.348915,0.63571,0.533437,0.709971,0.708558,0.693395,0.652503,0.726811,0.872867,0.692111,0.659416,0,0.423174,0.203774,0.615443,0.594122,0.587784,0.795245,0.532965,0.400594,0.521791,0.623472,0.812189,0.67766,0.568424,0.691105,0.758945,0.572375,0.698095,0.326466,0.420342,0.752274,0.49776,0.470977,0.728379,0.719509,0.711863,0,0.387798
県内生産額,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1